time_since_trigger,group_id,rollback,reopen,capacity_multiplier,date_peak,crit_det_peak,rollback_fct
15,1786,pr4,50perc,0.6,2020-12-08,401,moderate (40%)
22,861,pr4,50perc,0.6,2020-12-09,442,moderate (40%)
13,1170,pr4,50perc,0.6,2020-12-10,424,moderate (40%)
18,1674,pr4,50perc,0.6,2020-12-10,455,moderate (40%)
22,1736,pr4,50perc,0.6,2020-12-10,409,moderate (40%)
14,1776,pr4,50perc,0.6,2020-12-10,383,moderate (40%)
21,1209,pr4,50perc,0.6,2020-12-11,488,moderate (40%)
18,1537,pr4,50perc,0.6,2020-12-11,406,moderate (40%)
13,1655,pr4,50perc,0.6,2020-12-11,433,moderate (40%)
16,1471,pr4,50perc,0.6,2020-12-12,428,moderate (40%)
11,1602,pr4,50perc,0.6,2020-12-13,400,moderate (40%)
7,774,pr4,50perc,0.6,2020-12-14,384,moderate (40%)
13,1688,pr4,50perc,0.6,2020-12-15,410,moderate (40%)
18,1304,pr4,50perc,0.6,2020-12-16,371,moderate (40%)
17,1570,pr4,50perc,0.6,2020-12-16,432,moderate (40%)
16,1795,pr4,50perc,0.6,2020-12-18,415,moderate (40%)
12,1296,pr4,50perc,0.6,2020-12-19,417,moderate (40%)
16,1623,pr4,50perc,0.6,2020-12-19,424,moderate (40%)
10,1341,pr4,50perc,0.6,2020-12-21,360,moderate (40%)
12,1548,pr4,50perc,0.6,2020-12-21,434,moderate (40%)
16,1199,pr4,50perc,0.6,2020-12-22,380,moderate (40%)
22,1460,pr4,50perc,0.6,2020-12-22,409,moderate (40%)
10,731,pr4,50perc,0.6,2020-12-23,419,moderate (40%)
15,1374,pr4,50perc,0.6,2020-12-23,433,moderate (40%)
15,1029,pr4,50perc,0.6,2020-12-24,455,moderate (40%)
17,818,pr4,50perc,0.6,2020-12-26,428,moderate (40%)
18,1181,pr4,50perc,0.6,2020-12-26,352,moderate (40%)
14,1274,pr4,50perc,0.6,2020-12-26,409,moderate (40%)
13,1766,pr4,50perc,0.6,2020-12-27,415,moderate (40%)
12,971,pr4,50perc,0.6,2020-12-28,432,moderate (40%)
15,1634,pr4,50perc,0.6,2020-12-30,387,moderate (40%)
8,867,pr6,50perc,0.6,2020-11-08,396,strong (60%)
10,911,pr6,50perc,0.6,2020-11-11,415,strong (60%)
8,1150,pr6,50perc,0.6,2020-11-11,395,strong (60%)
7,819,pr6,50perc,0.6,2020-11-18,392,strong (60%)
11,1744,pr6,50perc,0.6,2020-11-22,402,strong (60%)
12,1634,pr6,50perc,0.6,2020-11-23,414,strong (60%)
10,971,pr6,50perc,0.6,2020-11-24,445,strong (60%)
11,1205,pr6,50perc,0.6,2020-11-25,400,strong (60%)
13,1485,pr6,50perc,0.6,2020-11-27,407,strong (60%)
4,1529,pr6,50perc,0.6,2020-11-27,384,strong (60%)
14,808,pr6,50perc,0.6,2020-11-28,435,strong (60%)
12,1194,pr6,50perc,0.6,2020-11-28,394,strong (60%)
12,825,pr6,50perc,0.6,2020-11-29,416,strong (60%)
11,982,pr6,50perc,0.6,2020-11-29,375,strong (60%)
11,889,pr6,50perc,0.6,2020-11-30,402,strong (60%)
11,952,pr6,50perc,0.6,2020-12-02,400,strong (60%)
14,1308,pr6,50perc,0.6,2020-12-03,437,strong (60%)
18,1025,pr6,50perc,0.6,2020-12-05,464,strong (60%)
12,797,pr6,50perc,0.6,2020-12-06,397,strong (60%)
16,1172,pr6,50perc,0.6,2020-12-06,452,strong (60%)
14,1392,pr6,50perc,0.6,2020-12-06,435,strong (60%)
15,1667,pr6,50perc,0.6,2020-12-07,430,strong (60%)
11,1518,pr6,50perc,0.6,2020-12-08,376,strong (60%)
12,1128,pr6,50perc,0.6,2020-12-09,407,strong (60%)
9,1452,pr6,50perc,0.6,2020-12-09,390,strong (60%)
13,1463,pr6,50perc,0.6,2020-12-09,406,strong (60%)
8,1591,pr6,50perc,0.6,2020-12-10,390,strong (60%)
13,1645,pr6,50perc,0.6,2020-12-11,417,strong (60%)
14,1275,pr6,50perc,0.6,2020-12-13,414,strong (60%)
14,1562,pr6,50perc,0.6,2020-12-13,402,strong (60%)
7,746,pr6,50perc,0.6,2020-12-14,383,strong (60%)
8,1161,pr6,50perc,0.6,2020-12-14,369,strong (60%)
12,1689,pr6,50perc,0.6,2020-12-14,390,strong (60%)
7,1139,pr6,50perc,0.6,2020-12-15,342,strong (60%)
18,1294,pr6,50perc,0.6,2020-12-16,332,strong (60%)
10,1284,pr6,50perc,0.6,2020-12-17,409,strong (60%)
14,1612,pr6,50perc,0.6,2020-12-17,396,strong (60%)
15,1300,pr6,50perc,0.6,2020-12-18,364,strong (60%)
11,1372,pr6,50perc,0.6,2020-12-19,411,strong (60%)
10,1341,pr6,50perc,0.6,2020-12-21,359,strong (60%)
12,1540,pr6,50perc,0.6,2020-12-21,423,strong (60%)
10,731,pr6,50perc,0.6,2020-12-23,417,strong (60%)
15,992,pr6,50perc,0.6,2020-12-24,428,strong (60%)
10,1623,pr6,50perc,0.6,2020-12-25,376,strong (60%)
3,1711,pr6,50perc,0.6,2020-12-25,335,strong (60%)
9,1225,pr6,50perc,0.6,2020-12-26,355,strong (60%)
14,1247,pr6,50perc,0.6,2020-12-26,396,strong (60%)
12,1700,pr6,50perc,0.6,2020-12-26,383,strong (60%)
12,931,pr6,50perc,0.6,2020-12-28,423,strong (60%)
9,721,pr6,50perc,0.6,2020-12-29,355,strong (60%)
9,856,pr8,50perc,0.6,2020-11-09,390,very strong (80%)
10,897,pr8,50perc,0.6,2020-11-11,410,very strong (80%)
8,1136,pr8,50perc,0.6,2020-11-11,394,very strong (80%)
7,809,pr8,50perc,0.6,2020-11-18,390,very strong (80%)
9,956,pr8,50perc,0.6,2020-11-23,440,very strong (80%)
12,1621,pr8,50perc,0.6,2020-11-23,408,very strong (80%)
11,799,pr8,50perc,0.6,2020-11-25,417,very strong (80%)
11,1186,pr8,50perc,0.6,2020-11-25,391,very strong (80%)
9,816,pr8,50perc,0.6,2020-11-26,406,very strong (80%)
11,1177,pr8,50perc,0.6,2020-11-27,384,very strong (80%)
13,1471,pr8,50perc,0.6,2020-11-27,385,very strong (80%)
4,1513,pr8,50perc,0.6,2020-11-27,384,very strong (80%)
5,788,pr8,50perc,0.6,2020-11-29,394,very strong (80%)
10,875,pr8,50perc,0.6,2020-11-29,385,very strong (80%)
9,936,pr8,50perc,0.6,2020-11-30,396,very strong (80%)
11,1300,pr8,50perc,0.6,2020-11-30,422,very strong (80%)
14,1009,pr8,50perc,0.6,2020-12-01,445,very strong (80%)
13,1156,pr8,50perc,0.6,2020-12-03,425,very strong (80%)
11,1386,pr8,50perc,0.6,2020-12-03,417,very strong (80%)
6,1502,pr8,50perc,0.6,2020-12-03,368,very strong (80%)
12,1651,pr8,50perc,0.6,2020-12-04,419,very strong (80%)
14,712,pr8,50perc,0.6,2020-12-07,420,very strong (80%)
9,1280,pr8,50perc,0.6,2020-12-07,325,very strong (80%)
7,1443,pr8,50perc,0.6,2020-12-07,388,very strong (80%)
8,945,pr8,50perc,0.6,2020-12-08,413,very strong (80%)
9,1258,pr8,50perc,0.6,2020-12-08,400,very strong (80%)
12,1114,pr8,50perc,0.6,2020-12-09,399,very strong (80%)
13,1452,pr8,50perc,0.6,2020-12-09,400,very strong (80%)
8,1579,pr8,50perc,0.6,2020-12-10,389,very strong (80%)
12,1546,pr8,50perc,0.6,2020-12-11,385,very strong (80%)
13,1631,pr8,50perc,0.6,2020-12-11,404,very strong (80%)
10,1599,pr8,50perc,0.6,2020-12-13,387,very strong (80%)
8,1145,pr8,50perc,0.6,2020-12-14,366,very strong (80%)
7,1125,pr8,50perc,0.6,2020-12-15,341,very strong (80%)
12,1290,pr8,50perc,0.6,2020-12-15,359,very strong (80%)
9,1269,pr8,50perc,0.6,2020-12-16,402,very strong (80%)
11,1364,pr8,50perc,0.6,2020-12-19,404,very strong (80%)
10,1331,pr8,50perc,0.6,2020-12-21,353,very strong (80%)
12,1524,pr8,50perc,0.6,2020-12-21,415,very strong (80%)
13,777,pr8,50perc,0.6,2020-12-22,383,very strong (80%)
13,977,pr8,50perc,0.6,2020-12-22,406,very strong (80%)
10,701,pr8,50perc,0.6,2020-12-23,410,very strong (80%)
8,1610,pr8,50perc,0.6,2020-12-23,372,very strong (80%)
3,1685,pr8,50perc,0.6,2020-12-25,335,very strong (80%)
9,1205,pr8,50perc,0.6,2020-12-26,355,very strong (80%)
14,1227,pr8,50perc,0.6,2020-12-26,379,very strong (80%)
12,1677,pr8,50perc,0.6,2020-12-26,372,very strong (80%)
12,915,pr8,50perc,0.6,2020-12-28,415,very strong (80%)
9,690,pr8,50perc,0.6,2020-12-29,350,very strong (80%)
12,1491,pr8,50perc,0.6,2020-12-29,401,very strong (80%)
