scen_num,sample_num,exp_name,date,reopen,crit_det,date_min,date_max,days_above
318,317,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-05,50perc,535,2020-12-05,2021-02-26,83.4347048300533
353,352,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-06,50perc,538,2020-12-06,2021-02-18,73.9534883720952
13,12,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-07,50perc,522,2020-12-07,2021-02-03,57.8354203935602
45,44,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-07,50perc,544,2020-12-07,2021-03-22,105.241502683361
46,45,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-08,50perc,521,2020-12-08,2021-02-24,77.7459749552746
79,78,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-08,50perc,545,2020-12-08,2021-02-11,65.4203935599272
103,102,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-08,50perc,524,2020-12-08,2021-02-25,79.6422182468684
113,112,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-08,50perc,519,2020-12-08,2021-03-04,86.2790697674426
201,200,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-08,50perc,516,2020-12-08,2021-04-01,114.722719141322
334,333,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-08,50perc,525,2020-12-08,2021-03-04,86.2790697674426
118,117,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-09,50perc,529,2020-12-09,2021-03-25,106.18962432916
232,231,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-09,50perc,529,2020-12-09,2021-02-26,79.6422182468684
111,110,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-10,50perc,520,2020-12-10,2021-04-05,116.618962432916
161,160,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-10,50perc,526,2020-12-10,2021-03-10,90.0715563506274
172,171,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-10,50perc,533,2020-12-10,2021-03-14,94.8121645796106
176,175,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-10,50perc,547,2020-12-10,2021-03-02,82.4865831842577
205,204,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-10,50perc,521,2020-12-10,2021-03-13,92.9159212880168
80,79,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-11,50perc,520,2020-12-11,2021-03-20,99.5527728085882
399,398,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-11,50perc,520,2020-12-11,2021-03-23,102.397137745975
50,49,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-12,50perc,534,2020-12-12,2021-03-10,88.1753130590336
226,225,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-12,50perc,525,2020-12-12,2021-03-27,105.241502683364
348,347,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-12,50perc,517,2020-12-12,2021-03-15,93.8640429338095
237,236,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-13,50perc,528,2020-12-13,2021-03-09,86.2790697674398
241,240,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-13,50perc,540,2020-12-13,2021-03-16,93.8640429338095
282,281,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-13,50perc,520,2020-12-13,2021-02-27,76.797853309479
371,370,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-13,50perc,537,2020-12-13,2021-02-22,71.1091234347031
179,178,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-13,50perc,565,2020-12-13,2021-03-01,77.7459749552801
197,196,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-13,50perc,520,2020-12-13,2021-03-08,84.3828264758488
240,239,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-13,50perc,517,2020-12-13,2021-03-10,86.2790697674426
311,310,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-13,50perc,523,2020-12-13,2021-03-04,80.5903398926694
32,31,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-14,50perc,524,2020-12-14,2021-03-31,106.18962432916
171,170,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-14,50perc,526,2020-12-14,2021-02-14,61.6279069767451
177,176,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-14,50perc,518,2020-12-14,2021-02-26,73.9534883720925
209,208,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-14,50perc,536,2020-12-14,2021-03-22,97.6565295169917
224,223,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-14,50perc,527,2020-12-14,2021-03-04,79.6422182468711
286,285,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-14,50perc,517,2020-12-14,2021-02-11,58.7835420393558
324,323,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-14,50perc,516,2020-12-14,2021-03-04,79.6422182468711
331,330,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-14,50perc,536,2020-12-14,2021-03-22,97.6565295169917
333,332,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-14,50perc,534,2020-12-14,2021-03-14,90.0715563506274
10,9,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-15,50perc,535,2020-12-15,2021-03-03,77.7459749552773
43,42,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-15,50perc,525,2020-12-15,2021-03-09,83.4347048300533
51,50,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-15,50perc,522,2020-12-15,2021-02-26,73.0053667262969
206,205,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-15,50perc,521,2020-12-15,2021-02-24,70.1610017889076
294,293,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-15,50perc,526,2020-12-15,2021-03-01,75.8497316636863
365,364,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-15,50perc,517,2020-12-15,2021-03-10,84.3828264758488
372,371,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-15,50perc,528,2020-12-15,2021-03-26,100.500894454381
133,132,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-16,50perc,538,2020-12-16,2021-02-26,72.0572450805014
114,113,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-17,50perc,523,2020-12-17,2021-03-11,83.434704830056
191,190,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-17,50perc,517,2020-12-17,2021-02-28,73.0053667262997
263,262,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-17,50perc,529,2020-12-17,2021-04-01,104.293381037569
303,302,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-17,50perc,527,2020-12-17,2021-03-13,85.330948121647
345,344,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-17,50perc,525,2020-12-17,2021-03-27,99.5527728085882
394,393,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-17,50perc,525,2020-12-17,2021-03-02,74.901610017888
89,88,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-18,50perc,520,2020-12-18,2021-03-26,97.6565295169917
153,152,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-18,50perc,529,2020-12-18,2021-03-19,91.0196779964202
178,177,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-18,50perc,524,2020-12-18,2021-02-08,52.1466905187788
257,256,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-18,50perc,529,2020-12-18,2021-02-27,71.1091234347031
276,275,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-18,50perc,531,2020-12-18,2021-02-18,61.6279069767423
19,18,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-19,50perc,516,2020-12-19,2021-03-08,78.6940966010701
95,94,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-19,50perc,525,2020-12-19,2021-03-10,80.5903398926639
243,242,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-19,50perc,523,2020-12-19,2021-02-24,67.316636851521
256,255,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-19,50perc,526,2020-12-19,2021-03-27,97.6565295169944
122,121,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-20,50perc,517,2020-12-20,2021-03-18,88.1753130590309
228,227,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-20,50perc,521,2020-12-20,2021-03-12,81.5384615384622
248,247,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-20,50perc,528,2020-12-20,2021-03-21,91.019677996423
274,273,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-20,50perc,530,2020-12-20,2021-03-12,81.5384615384622
327,326,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-20,50perc,524,2020-12-20,2021-02-28,70.1610017889103
7,6,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-21,50perc,527,2020-12-21,2021-03-31,99.5527728085882
92,91,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-21,50perc,532,2020-12-21,2021-04-02,102.397137745975
143,142,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-21,50perc,517,2020-12-21,2021-03-15,84.3828264758488
335,334,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-21,50perc,528,2020-12-21,2021-02-13,54.0429338103754
336,335,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-21,50perc,522,2020-12-21,2021-03-29,97.6565295169972
193,192,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-22,50perc,519,2020-12-22,2021-02-28,68.2647584973165
284,283,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-22,50perc,539,2020-12-22,2021-03-13,80.5903398926639
375,374,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-22,50perc,522,2020-12-22,2021-02-20,59.7316636851485
12,11,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-23,50perc,521,2020-12-23,2021-04-08,106.18962432916
27,26,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-23,50perc,521,2020-12-23,2021-03-13,79.6422182468711
84,83,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-23,50perc,519,2020-12-23,2021-02-22,60.6797853309496
217,216,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-23,50perc,516,2020-12-23,2021-03-25,91.9677996422212
268,267,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-23,50perc,538,2020-12-23,2021-02-21,59.731663685154
112,111,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-24,50perc,523,2020-12-24,2021-02-11,49.3023255813977
165,164,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-24,50perc,520,2020-12-24,2021-03-27,92.9159212880168
175,174,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-24,50perc,525,2020-12-24,2021-04-12,109.033989266549
