sample_num,speciesS,initialAs,N_EMS_11,time_to_infectious,time_to_symptoms,time_to_hospitalization,time_to_critical,time_to_death,time_to_detection,time_to_detection_As,time_to_detection_Sym,time_to_detection_Sys,recovery_time_asymp,recovery_time_mild,recovery_time_hosp,recovery_time_crit,fraction_symptomatic,fraction_severe,fraction_critical,cfr,reduced_inf_of_det_cases,d_Sys,d_As,d_P,d_Sys_incr1,d_Sys_incr2,d_Sys_incr3,d_Sys_incr4,d_Sys_incr5,d_Sys_incr6,d_Sys_incr7,fraction_critical_incr1,fraction_critical_incr2,fraction_critical_incr3,ki_multiplier_3a_EMS_11,ki_multiplier_3b_EMS_11,ki_multiplier_3c_EMS_11,ki_multiplier_4_EMS_11,ki_multiplier_5_EMS_11,ki_multiplier_time_4_EMS_11,ki_multiplier_time_5_EMS_11,ki_multiplier_6_EMS_11,ki_multiplier_7_EMS_11,ki_multiplier_time_6_EMS_11,ki_multiplier_time_7_EMS_11,ki_multiplier_8_EMS_11,ki_multiplier_time_8_EMS_11,d_Sym_EMS_11,d_Sym_change1_EMS_11,d_Sym_change2_EMS_11,d_Sym_change3_EMS_11,d_Sym_change4_EMS_11,d_Sym_change5_EMS_11,reopening_multiplier_4_EMS_11,d_Sym_ct1_EMS_11,Ki_EMS_11,time_infection_import_EMS_11,trigger_EMS_11,d_Sym_ct1,change_testDelay_As_1,change_testDelay_Sym_1,reduced_inf_of_det_cases_ct1,trigger_delay_days,initialAs_EMS_11,speciesS_EMS_11,Ki,startdate,ki_multiplier_time_3a,ki_multiplier_time_3b,ki_multiplier_time_3c,socialDistance_rollback_time,gradual_reopening_time1,gradual_reopening_time2,gradual_reopening_time3,gradual_reopening_time4,today,detection_time_1,detection_time_2,detection_time_3,detection_time_4,detection_time_5,detection_time_6,detection_time_7,crit_time_1,crit_time_2,crit_time_3,d_Sym_change_time_1,d_Sym_change_time_2,d_Sym_change_time_3,d_Sym_change_time_4,d_Sym_change_time_5,contact_tracing_start_1,contact_tracing_stop1,change_testDelay_time1,cfr_time_1,cfr_time_2,fraction_dead,fraction_hospitalized,scen_num,capacity_multiplier
106,12830632,10,2716921,4.033895306,2.844402871,5.13173194,5.266768708,4.812263808,2,3.158573588,7,2,7.406396506,9,5.027996761,9.008824311,0.611288309,0.099299644,0.29695579,0.012543321,0.171684885,0.017007885,0,0,0.075127731,0.188889002,0.283986404,0.440790641,0.462503414,0.654705942,0.981900531,0.191752114,0.087929234,0.057412993,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005437429,0.046587547,0.07969748,0.112077219,0.176389644,0.19932778,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.126317886,0.576726324,107,0
107,12830632,10,2716921,3.485836583,3.288896388,5.728286619,4.193451292,5.06716242,2,2.339013856,7,2,7.103512436,9,5.27339677,8.331599879,0.64876044,0.075039618,0.241211896,0.015883763,0.292890461,0.005462988,0,0,0.052607009,0.138241288,0.288627387,0.376862409,0.50735389,0.734545031,0.938708655,0.183019894,0.070744726,0.054758009,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001856011,0.031369049,0.082962377,0.12636575,0.19896719,0.23382197,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.211671699,0.547116405,108,0
108,12830632,10,2716921,3.848886861,2.913500221,3.842845731,5.63640357,5.610859234,2,4.689051731,7,2,7.486048717,9,4.186519217,9.050046772,0.513244333,0.084642128,0.333417555,0.010420642,0.262226062,0.008542405,0,0,0.037725826,0.11399175,0.298406594,0.444299673,0.487978176,0.767438825,0.85816728,0.131134782,0.072585722,0.059225751,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002478659,0.056051775,0.094528858,0.16764778,0.167063476,0.117171628,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.12311413,0.543468316,109,0
109,12830632,10,2716921,3.537519859,2.951702453,4.17403753,5.462902221,5.738957317,2,3.054412802,7,2,7.650930346,9,5.163146974,8.397762968,0.679903805,0.095630908,0.267017728,0.013163696,0.281181162,0.008469735,0,0,0.02983666,0.170238932,0.244975213,0.42319775,0.551090942,0.679028008,0.904218067,0.218617217,0.076792033,0.075817503,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005459966,0.023344581,0.062373266,0.192420304,0.131925024,0.167328708,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.137651056,0.595331217,110,0
110,12830632,10,2716921,3.510708412,2.561330039,4.862873598,5.489518501,5.643026914,2,5.086812859,7,2,7.238153079,9,5.049621985,9.445437932,0.691391625,0.072628752,0.292321979,0.025683649,0.085489452,0.005905668,0,0,0.045213259,0.109592585,0.289652308,0.367919353,0.500186053,0.716989211,0.970539506,0.157221001,0.075893564,0.088261422,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.007347027,0.054178769,0.057437763,0.19874185,0.246733202,0.182591294,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.353629222,0.354048799,111,0
111,12830632,10,2716921,4.178294291,3.015837758,5.376964989,5.511204144,4.508056853,2,1.801576059,7,2,9.945748039,9,4.092598181,9.896570042,0.667275632,0.068100364,0.27304727,0.01623582,0.092833506,0.014883159,0,0,0.070414114,0.161951822,0.202947453,0.345731349,0.588528085,0.740101411,0.842056791,0.165056417,0.102591825,0.077928264,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00386333,0.04777869,0.064163481,0.162057433,0.249600884,0.308892929,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.238410183,0.488542547,112,0
112,12830632,10,2716921,3.891384659,3.129280754,4.477641364,4.022963672,5.905510091,2,3.929452853,7,2,9.662795036,9,4.718390486,8.957230014,0.660827223,0.074512931,0.209700968,0.020609152,0.292381155,0.013746627,0,0,0.031781071,0.143806526,0.205650277,0.338519819,0.450391848,0.768904614,0.843550498,0.13802182,0.083545713,0.088789634,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00478482,0.02118373,0.061274946,0.114863282,0.166333454,0.323803208,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.276584909,0.513714124,113,0
113,12830632,10,2716921,4.495001437,3.134731597,3.721468388,4.87909501,4.090189987,2,1.036674808,7,2,7.90797348,9,4.862193765,9.947911145,0.60308143,0.062421897,0.22669566,0.02648148,0.127624517,0.009320548,0,0,0.073821701,0.134935204,0.288819599,0.420579926,0.51026424,0.747617022,0.878979729,0.146892211,0.113071342,0.07679315,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005501758,0.024828669,0.079467182,0.17039953,0.281949136,0.363012804,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.424233818,0.349070522,114,0
114,12830632,10,2716921,4.304727854,3.363782395,3.499699646,5.018936916,5.986634082,2,5.279724458,7,2,7.695137138,9,5.55334808,9.043475229,0.58956073,0.094202815,0.302112887,0.018436505,0.265632417,0.013819543,0,0,0.068068048,0.104175954,0.196906655,0.337589915,0.590117329,0.736815485,0.845653106,0.225841123,0.084703452,0.083383537,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002433856,0.032622035,0.09492968,0.135741261,0.193125082,0.159087177,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.195710762,0.502176351,115,0
115,12830632,10,2716921,3.734750658,2.876087684,4.993999405,5.481808,5.444638917,2,5.651779668,7,2,8.814996087,9,4.102704851,9.770149692,0.516102956,0.064038542,0.247196712,0.023329332,0.045558136,0.002970526,0,0,0.046544454,0.119194628,0.29371228,0.438856165,0.503262988,0.683819264,0.807960907,0.172756629,0.102155093,0.089995055,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006612184,0.046287415,0.099191285,0.122084092,0.214885683,0.177415403,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.364301423,0.388501865,116,0
116,12830632,10,2716921,3.965361094,2.533969892,4.069311188,4.059473406,5.405635184,2,4.960553505,7,2,9.505240927,9,4.336810581,8.035738577,0.685052242,0.089680116,0.323974567,0.025223222,0.168285166,0.006211094,0,0,0.076088437,0.174013325,0.289086042,0.383516499,0.467030007,0.644377096,0.96943034,0.171794011,0.096562693,0.058648235,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006881582,0.017287485,0.057467155,0.106879971,0.289017134,0.252261193,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.28125769,0.394767743,117,0
117,12830632,10,2716921,3.624598305,2.904823843,3.748085242,4.269884062,5.719054687,2,5.144928841,7,2,8.941541224,9,4.849603074,8.757142306,0.598307533,0.08884007,0.273639167,0.02959441,0.186057768,0.002494994,0,0,0.057204601,0.10657808,0.257778856,0.423525405,0.544650003,0.761042232,0.892856193,0.180086726,0.11211622,0.081212018,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006928287,0.02016098,0.084708,0.175370916,0.137852135,0.34666447,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.333120062,0.393240772,118,0
118,12830632,10,2716921,3.939645118,3.016659876,3.47987469,4.482422695,4.139536283,2,2.264142304,7,2,7.462031921,9,5.368010144,9.762232801,0.50355372,0.096372998,0.221097333,0.025238333,0.295252733,0.010729273,0,0,0.056763987,0.103453543,0.254255624,0.411646029,0.570746471,0.621982045,0.909199667,0.193961677,0.076070757,0.050614051,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001412846,0.062134347,0.059527427,0.14187839,0.188891386,0.399095641,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.261881792,0.517020875,119,0
119,12830632,10,2716921,3.81697548,3.224107054,5.65561297,4.601210971,4.132988204,2,3.906391203,7,2,8.733412911,9,4.455497574,8.998108567,0.618981492,0.070547901,0.275524914,0.017377998,0.158779237,0.01401463,0,0,0.045678553,0.184657309,0.264750872,0.35386933,0.491095436,0.778092984,0.925899768,0.159537598,0.074437425,0.086249929,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006819035,0.067774586,0.070891088,0.160915738,0.158389884,0.19964505,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.246329055,0.478146032,120,0
120,12830632,10,2716921,3.52796617,2.725222217,4.789541981,5.092260607,5.867005529,2,1.940285319,7,2,9.962868038,9,4.882576638,8.873682248,0.68154131,0.087786725,0.210508494,0.029399644,0.277367186,0.009838335,0,0,0.089102268,0.11487183,0.315008357,0.394220551,0.561476348,0.750542153,0.840957034,0.150499617,0.112938749,0.069417475,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00043214,0.026474129,0.078814763,0.159633491,0.231555779,0.341803286,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.334898523,0.454592983,121,0
121,12830632,10,2716921,4.249288185,3.048479345,4.647996093,5.906178304,5.418935032,2,2.497645572,7,2,7.658549718,9,4.679609605,9.292173311,0.666239608,0.097556118,0.244398833,0.016946783,0.1264302,0.013243659,0,0,0.060771693,0.145002852,0.24514454,0.334958599,0.457714962,0.760976531,0.944338759,0.152570098,0.088243905,0.052136177,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.007685607,0.015208132,0.087877504,0.171675663,0.28640137,0.200728901,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.173713172,0.581887995,122,0
122,12830632,10,2716921,3.745773888,2.672778827,4.887725154,5.830234301,5.816623568,2,5.449291278,7,2,7.29033845,9,4.449297044,9.462148061,0.592189367,0.064885651,0.226762889,0.017010066,0.128118453,0.009116532,0,0,0.041015939,0.188276026,0.274222481,0.432232368,0.477340366,0.782811899,0.801045187,0.206746701,0.106735665,0.056445347,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009130841,0.031034777,0.058238613,0.129868049,0.157749607,0.356103306,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.262154512,0.511082599,123,0
123,12830632,10,2716921,3.777079685,3.462858189,4.913839791,4.925411085,4.778488167,2,1.909292825,7,2,9.34468213,9,4.805371626,8.251524805,0.658067328,0.094007688,0.228640527,0.011640707,0.213988903,3.75e-05,0,0,0.035192162,0.098869364,0.224740106,0.442665153,0.469849219,0.664086375,0.991942112,0.228973829,0.114417364,0.06365718,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002545647,0.060938348,0.083876935,0.106745936,0.297828641,0.290132141,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.12382718,0.647532293,124,0
124,12830632,10,2716921,3.819365097,2.955961302,3.596388757,5.625567134,4.308101323,2,3.528045933,7,2,8.438903371,9,4.425072434,8.21451752,0.633507429,0.078729262,0.25935095,0.027837781,0.077299278,0.011991643,0,0,0.049863111,0.163155927,0.327160991,0.366224447,0.498601268,0.784890843,0.986612978,0.1873289,0.079454823,0.062587126,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002792238,0.052913035,0.097457924,0.166282036,0.229419086,0.106085602,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.353588752,0.387060298,125,0
125,12830632,10,2716921,4.11372433,2.794147636,4.014115453,5.654677885,4.58789277,2,5.771240161,7,2,8.406117923,9,4.514659582,8.806095393,0.514436164,0.070823902,0.27015578,0.014306933,0.292847048,0.004601231,0,0,0.06687186,0.187545765,0.270866865,0.371780057,0.48912728,0.750353348,0.909150378,0.226156996,0.080976632,0.077333929,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004972304,0.021230985,0.073263924,0.100116667,0.186481366,0.21110969,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.202007125,0.527837094,126,0
126,12830632,10,2716921,3.885970382,3.01791708,4.77108627,5.360748689,5.058734591,2,1.760977864,7,2,8.097194791,9,4.768394593,8.352680516,0.633869832,0.094460409,0.249874348,0.015037559,0.017928059,0.009106677,0,0,0.04411432,0.175627809,0.266845165,0.333192,0.458406553,0.787420372,0.925205237,0.153950247,0.079873471,0.069102631,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.007025325,0.022523901,0.095058681,0.156348373,0.228744045,0.335246757,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.159194301,0.590931351,127,0
127,12830632,10,2716921,4.062562837,3.420233462,5.945297238,4.682328075,4.135576637,2,1.704153171,7,2,8.476596964,9,5.894172819,9.73816815,0.623580017,0.061799981,0.229932024,0.028056956,0.021045093,0.017799273,0,0,0.076165475,0.137618695,0.22882825,0.442118608,0.46107661,0.797246574,0.870000621,0.182187127,0.098028893,0.074390171,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004734731,0.031074285,0.067219137,0.105615308,0.166691622,0.215477964,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.453996189,0.316071786,128,0
128,12830632,10,2716921,4.19060068,3.071229827,4.181678666,4.722349036,5.931439702,2,5.490642267,7,2,8.554516097,9,5.506929833,9.032028885,0.614614252,0.089978399,0.262323772,0.019651713,0.231224318,0.005976568,0,0,0.084307569,0.111589122,0.287099184,0.397281238,0.598913404,0.695680671,0.940578528,0.160670465,0.092214778,0.066017954,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006169997,0.045941656,0.07878897,0.190489728,0.179005965,0.130276677,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.218404786,0.519271442,129,0
129,12830632,10,2716921,3.76870104,2.744131587,3.707390617,5.819781401,4.184371194,2,1.918976559,7,2,7.206420871,9,4.170356424,9.994082923,0.534844891,0.086710299,0.227346914,0.012559568,0.173024528,0.014520205,0,0,0.056041469,0.126783757,0.294999078,0.385944027,0.571225888,0.736561004,0.91989655,0.138960842,0.115864916,0.053291892,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006007409,0.036695517,0.050099622,0.185508463,0.250199917,0.225502384,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.144845169,0.627807917,130,0
130,12830632,10,2716921,3.988799606,3.405403568,4.205895596,4.953058291,4.752339263,2,2.151232397,7,2,7.966172171,9,4.645902177,9.741778281,0.502155289,0.07674513,0.328226994,0.0211695,0.019530895,0.001713359,0,0,0.044151707,0.111044704,0.212352127,0.381651963,0.52802979,0.626152736,0.858291196,0.136580352,0.100014559,0.064590733,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009424834,0.063330956,0.067361606,0.112016193,0.24200602,0.384207259,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.275841611,0.395931395,131,0
131,12830632,10,2716921,3.720983021,3.453144706,4.219056365,4.559939524,5.21496953,2,2.302225105,7,2,9.517694137,9,5.581970121,9.05756225,0.684850432,0.078054126,0.272211795,0.019783954,0.055258417,0.009831844,0,0,0.042713658,0.173266416,0.196640392,0.409767476,0.591325777,0.72372034,0.934332532,0.213970199,0.091449487,0.086651958,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000756389,0.051565434,0.066754243,0.178679183,0.132132366,0.124162747,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.253464555,0.47432365,132,0
132,12830632,10,2716921,3.73288343,3.253766214,5.353579877,5.057705456,5.173696136,2,4.66712998,7,2,8.47847694,9,5.336232649,9.744385748,0.56716703,0.075434904,0.29285754,0.021203908,0.257152185,0.008017644,0,0,0.084548679,0.157624515,0.217459494,0.386465691,0.582859154,0.788327132,0.855046411,0.184813875,0.086681303,0.050916757,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000503628,0.037406757,0.057854739,0.131554221,0.158363472,0.296276169,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.281088823,0.426053638,133,0
133,12830632,10,2716921,3.494673068,3.361130768,3.762317677,4.42662302,5.655283171,2,4.704835826,7,2,9.369822985,9,4.813819517,8.761673172,0.539547625,0.077571762,0.214477174,0.015321828,0.21984433,0.012400794,0,0,0.043077747,0.102935576,0.225390384,0.356739093,0.472987408,0.717169703,0.827833752,0.165739787,0.095831255,0.070100682,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008925326,0.05773617,0.061846701,0.134003497,0.192708785,0.206617838,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.197518108,0.588004718,134,0
134,12830632,10,2716921,4.234362927,2.701839329,5.426389897,4.587406299,5.549710864,2,3.999365948,7,2,8.26820243,9,4.280919752,8.703484489,0.517087037,0.094387767,0.227164377,0.024125277,0.248795835,0.005463975,0,0,0.052452029,0.1597314,0.230433887,0.420875408,0.483683077,0.765115892,0.900457359,0.205641143,0.113815982,0.051833846,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006052776,0.040301936,0.053701363,0.19577742,0.20971137,0.263568313,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.255597501,0.517238122,135,0
135,12830632,10,2716921,3.422265933,3.338135434,5.58956023,4.677411584,4.303946565,2,5.452808595,7,2,9.147788035,9,5.714343256,8.49169651,0.63355187,0.080835294,0.204197884,0.021140086,0.003730325,0.001076985,0,0,0.069046582,0.10478876,0.265865232,0.393647712,0.486841408,0.784359856,0.845653288,0.154037134,0.095202064,0.067248189,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.007215009,0.055595263,0.083543316,0.122528107,0.181144247,0.219436035,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.261520491,0.534281625,136,0
136,12830632,10,2716921,4.21474199,2.82304342,5.670325454,4.250542124,5.523203137,2,1.849268515,7,2,9.23946432,9,5.871241304,9.03481865,0.621820958,0.079132853,0.220395166,0.010529974,0.254722345,0.00399021,0,0,0.053640982,0.145274745,0.26993614,0.404972543,0.551363289,0.655622183,0.901056744,0.157959176,0.094507462,0.066619328,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006017506,0.075378063,0.070978263,0.188126544,0.137465426,0.129833173,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.133067032,0.646537801,137,0
137,12830632,10,2716921,3.418002768,2.666773198,3.87089943,5.734288738,5.637757352,2,4.896472707,7,2,7.908769838,9,5.791905575,8.076987657,0.502517927,0.095160026,0.339161163,0.015769802,0.221423466,0.010214964,0,0,0.041521497,0.096675449,0.328080952,0.403387382,0.485757484,0.610406474,0.897187659,0.203770327,0.076915386,0.071992584,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006597205,0.069991064,0.099769516,0.124020018,0.149807754,0.268823504,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.165718765,0.495120072,138,0
138,12830632,10,2716921,3.563855567,3.24741743,5.466628466,4.726215003,4.27508155,2,5.363155214,7,2,8.711246762,9,5.234178908,8.265395106,0.637717873,0.09048771,0.319295443,0.011450073,0.171230185,0.005196724,0,0,0.034688217,0.19128735,0.24764093,0.397034588,0.563462675,0.722189479,0.913206043,0.205671984,0.094959708,0.083672085,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005965088,0.066148263,0.05380068,0.198704083,0.164322321,0.397348344,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.126537332,0.554167224,139,0
139,12830632,10,2716921,3.640376153,2.537742207,4.280444336,5.06949434,4.782131277,2,1.565807884,7,2,7.504981177,9,5.201644574,9.991080588,0.691507208,0.071336648,0.29058261,0.024589161,0.118089451,0.015623798,0,0,0.063024199,0.10513198,0.281859601,0.399815825,0.579478298,0.656976537,0.818142763,0.142399967,0.078370317,0.064338693,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005297593,0.066179443,0.098834202,0.191561417,0.174780602,0.247165776,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.344691847,0.364725544,140,0
